line_name,name,address,road_address,x,y,city_name,county_name,town_name
2호선,상왕십리,서울특별시 성동구 하왕십리동 946-14 상왕십리역(2호선),서울특별시 성동구 왕십리로 지하374(하왕십리동),127.029808505842,37.5639741407738,서울,성동구,하왕십리동
2호선,왕십리(성동구청),서울특별시 성동구 행당동 192 왕십리역(2호선),서울특별시 성동구 왕십리로 지하300(행당동),127.036655378283,37.5612217415191,서울,성동구,행당동
2호선,한양대,서울특별시 성동구 행당동 산17 한양대역(2호선),서울특별시 성동구 왕십리로 206(행당동),127.043584493543,37.55557788354,서울,성동구,행당동
2호선,뚝섬,서울특별시 성동구 성수동1가 656-745 뚝섬역(2호선),서울특별시 성동구 아차산로 18(성수동1가),127.047365178682,37.5471882244091,서울,성동구,성수동1가
2호선,성수,서울특별시 성동구 성수동2가 300-1 성수역(2호선),서울특별시 성동구 아차산로 100(성수동2가),127.056982849675,37.5446825313814,서울,성동구,성수동2가
2호선,건대입구,서울특별시 광진구 화양동 7-3 2호선 건대입구역(2호선),서울특별시 광진구 아차산로 243(화양동),127.069031304229,37.540816040886,서울,광진구,화양동
2호선,구의(광진구청),서울특별시 광진구 구의동 245-24 구의역(2호선),서울특별시 광진구 아차산로 384-1(구의동),127.090767117028,37.5383212423159,서울,광진구,구의동
2호선,강변(동서울터미널),서울특별시 광진구 구의동 546-6 강변역(2호선),서울특별시 광진구 강변역로 53(구의동),127.09455145063,37.5353676776014,서울,광진구,구의동
2호선,잠실나루,서울특별시 송파구 신천동 15 잠실나루역(2호선),서울특별시 송파구 오금로 20(신천동),127.104756814328,37.5189317346279,서울,송파구,신천동
2호선,잠실(송파구청),서울특별시 송파구 신천동 8 잠실역(2호선),서울특별시 송파구 올림픽로 지하265(신천동),127.102052316075,37.514062738295,서울,송파구,신천동
2호선,잠실새내,서울특별시 송파구 잠실동 33 잠실새내역(2호선),서울특별시 송파구 올림픽로 지하140(잠실동),127.089194396018,37.5115492555086,서울,송파구,잠실동
2호선,종합운동장,서울특별시 송파구 잠실동 122 종합운동장역(2호선),서울특별시 송파구 올림픽로 지하23(잠실동),127.074289621553,37.5111083470758,서울,송파구,잠실동
2호선,삼성(무역센터),서울특별시 강남구 삼성동 172-66 삼성역(2호선),서울특별시 강남구 테헤란로 지하538(삼성동),127.063236452081,37.5147709657409,서울,강남구,삼성동
2호선,선릉,서울특별시 강남구 삼성동 172-66 선릉역(2호선),서울특별시 강남구 테헤란로 지하340(삼성동),127.063236452081,37.5147709657409,서울,강남구,삼성동
2호선,역삼,서울특별시 강남구 역삼동 804 역삼역(2호선),서울특별시 강남구 테헤란로 지하156(역삼동),127.038331573474,37.5012493916368,서울,강남구,역삼동
2호선,강남,서울특별시 강남구 역삼동 858 강남역(2호선),서울특별시 강남구 강남대로 지하396(역삼동),127.028180714381,37.4970572543978,서울,강남구,역삼동
2호선,"교대(법원, 검찰청)",서울특별시 서초구 서초동 1748-4 교대역(2호선),서울특별시 서초구 서초대로 지하294(서초동),127.017320865284,37.4948693588388,서울,서초구,서초동
2호선,서초,서울특별시 서초구 서초동 1748-5 서초역(2호선),서울특별시 서초구 서초대로 지하233(서초동),127.010569245266,37.4927950464288,서울,서초구,서초동
2호선,방배,서울특별시 서초구 방배동 912-14 방배역(2호선),서울특별시 서초구 방배로 지하80(방배동),126.997340567559,37.4813404326584,서울,서초구,방배동
2호선,사당,서울특별시 동작구 사당동 1129 사당역(2호선),서울특별시 동작구 남부순환로 지하2089(사당동),126.973388761113,37.4761137739838,서울,동작구,사당동
2호선,낙성대(강감찬),서울특별시 관악구 봉천동 1693-39 낙성대역(2호선),서울특별시 관악구 남부순환로 지하1928(봉천동),126.964610228555,37.4766620778454,서울,관악구,봉천동
2호선,서울대입구(관악구청),서울특별시 관악구 봉천동 979-2 서울대입구역(2호선),서울특별시 관악구 남부순환로 지하1822(봉천동),126.951616302678,37.4812432482705,서울,관악구,봉천동
2호선,신림,서울특별시 관악구 신림동 1467-10 신림역(2호선),서울특별시 관악구 남부순환로 지하1614(신림동),126.928712092948,37.4841196518392,서울,관악구,신림동
2호선,신대방,서울특별시 동작구 신대방동 643-1 신대방역(2호선),서울특별시 동작구 대림로 2(신대방동),126.91296044203,37.4875502276404,서울,동작구,신대방동
2호선,구로디지털단지,서울특별시 구로구 구로동 810-3 구로디지털단지역(2호선),서울특별시 구로구 도림천로 477(구로동),126.899536243107,37.485171005813,서울,구로구,구로동
2호선,대림(구로구청),서울특별시 구로구 구로동 1204 대림역(2호선),서울특별시 구로구 도림천로 351(구로동),126.894799692903,37.493431823863,서울,구로구,구로동
2호선,신도림,서울특별시 구로구 신도림동 460-26 신도림역(2호선),서울특별시 구로구 새말로 지하 117-21(신도림동),126.891109048536,37.5087389965473,서울,구로구,신도림동
2호선,문래,서울특별시 영등포구 문래동3가 68-1 문래역(2호선),서울특별시 영등포구 당산로 지하28(문래동3가),126.894562425376,37.5187014632543,서울,영등포구,문래동3가
2호선,영등포구청,서울특별시 영등포구 당산동3가 270-1 영등포구청역(2호선),서울특별시 영등포구 당산로 지하121(당산동3가),126.896951534082,37.5254017135685,서울,영등포구,당산동3가
2호선,당산,서울특별시 영등포구 당산동 6가 323-1 당산역(2호선),서울특별시 영등포구 당산로 229(당산동6가),126.902678180165,37.5357649305803,서울,영등포구,당산동6가
2호선,합정,서울특별시 마포구 서교동 393 합정역(2호선),서울특별시 마포구 양화로 지하55(서교동),126.914638180431,37.5501152068908,서울,마포구,서교동
2호선,홍대입구,서울특별시 마포구 동교동 165 홍대입구역(2호선),서울특별시 마포구 양화로 지하160(동교동),126.923674307594,37.5568904093718,서울,마포구,동교동
2호선,신촌(지하),서울특별시 마포구 노고산동 31-11 신촌역(2호선),서울특별시 마포구 신촌로 지하90(노고산동),126.937561435278,37.5546737368641,서울,마포구,노고산동
2호선,이대,서울특별시 마포구 염리동 8-85 이대역(2호선),서울특별시 마포구 신촌로 지하180(염리동),126.947730357154,37.5568526932828,서울,마포구,염리동
2호선,아현,서울특별시 마포구 아현동 354-23 아현역(2호선),서울특별시 마포구 신촌로 지하270(아현동),126.955671856746,37.5559369245059,서울,마포구,아현동
2호선,충정로(경기대입구),서울특별시 서대문구 충정로3가 319-1 충정로역(2호선),서울특별시 서대문구 서소문로 지하17(충정로3가),126.963876139766,37.5595497452985,서울,서대문구,충정로3가
2호선,용답,서울특별시 성동구 용답동 127 용답역(2호선),서울특별시 성동구 용답길 86(용답동),127.054455083602,37.565436491924,서울,성동구,용답동
2호선,신답,서울특별시 성동구 용답동 129-2 신답역(2호선),서울특별시 성동구 천호대로 232(용답동),127.045438063504,37.5706955438936,서울,성동구,용답동
2호선,신설동,서울특별시 동대문구 신설동 76-5 신설동역(2호선),서울특별시 동대문구 왕산로 지하 1(신설동),127.025960657786,37.5764587007057,서울,동대문구,신설동
2호선,도림천,서울특별시 구로구 신도림동 323-16 도림천역(2호선),서울특별시 구로구 경인로67길 160(신도림동),126.8829716972,37.5142838314856,서울,구로구,신도림동
2호선,양천구청,서울특별시 양천구 신정동 276-7 양천구청역(2호선),서울특별시 양천구 목동로3길 지하33(신정동),126.865206944462,37.5109999280343,서울,양천구,신정동
2호선,신정네거리,서울특별시 양천구 신정동 1231 신정네거리역(2호선),서울특별시 양천구 중앙로 지하261(신정동),126.853629223262,37.5183306756475,서울,양천구,신정동
2호선,용두(동대문구청),서울특별시 동대문구 용두동 47-1 용두역(2호선),서울특별시 동대문구 천호대로 지하129(용두동),127.038653729089,37.5739418124856,서울,동대문구,용두동
3호선,지축,경기도 고양시 덕양구 지축동 818-64 지축역(3호선),경기도 고양시 덕양구 삼송로 300(지축동),126.910834074603,37.6488462819322,경기,고양시 덕양구,지축동
3호선,구파발,서울특별시 은평구 진관동 67-26 구파발역(3호선),서울특별시 은평구 진관2로 지하15-25 (진관동),126.918812162024,37.6371506024088,서울,은평구,진관동
3호선,연신내,서울특별시 은평구 갈현동 397 연신내역(3호선),서울특별시 은평구 통일로 지하849(갈현동),126.920853043578,37.6189326042759,서울,은평구,갈현동
3호선,불광,서울특별시 은평구 대조동 13-10 불광역(3호선),서울특별시 은평구 통일로 지하723-1(대조동),126.92990725913,37.610345423012,서울,은평구,대조동
3호선,녹번,서울특별시 은평구 녹번동 55 녹번역(3호선),서울특별시 은평구 통일로 지하602-1(녹번동),126.936019442532,37.6007421809861,서울,은평구,녹번동
3호선,홍제,서울특별시 서대문구 홍제동 161-1 홍제역(3호선),서울특별시 서대문구 통일로 지하440-1(홍제동),126.945842944229,37.5873163755377,서울,서대문구,홍제동
3호선,무악재,서울특별시 서대문구 홍제동 26-1 무악재역(3호선),서울특별시 서대문구 통일로 지하361(홍제동),126.950669594727,37.5823187907542,서울,서대문구,홍제동
3호선,독립문,서울특별시 서대문구 현저동 101 독립문역(3호선),서울특별시 서대문구 통일로 지하247(현저동),126.956039075033,37.5744817235807,서울,서대문구,현저동
3호선,경복궁(정부서울청사),서울특별시 종로구 적선동 81-1 경복궁역(3호선),서울특별시 종로구 사직로 지하130(적선동),126.973206515467,37.5757611449079,서울,종로구,적선동
3호선,안국,서울특별시 종로구 안국동 73-1 안국역(3호선),서울특별시 종로구 율곡로 지하62(안국동),126.985089637192,37.5770225638078,서울,종로구,안국동
3호선,종로3가,서울특별시 종로구 묘동 20-5 종로3가역(3호선),서울특별시 종로구 돈화문로 지하30(묘동),126.991901732632,37.5714506651288,서울,종로구,묘동
3호선,을지로3가,서울특별시 중구 을지로3가 282-8 을지로3가역(3호선),서울특별시 중구 을지로 지하129(을지로3가),126.99368230402,37.5664024054998,서울,중구,을지로3가
3호선,충무로,서울특별시 중구 필동2가 16-2 충무로역(3호선),서울특별시 중구 퇴계로 지하214(필동2가),126.994329578058,37.5612098161094,서울,중구,필동2가
3호선,동대입구,서울특별시 중구 장충동2가 199-3 동대입구역(3호선),서울특별시 중구 동호로 지하256(장충동2가),127.005112524253,37.5592132324208,서울,중구,장충동2가
3호선,약수,서울특별시 중구 신당동 369-44 약수역(3호선),서울특별시 중구 다산로 지하122(신당동),127.010990910392,37.5544485373352,서울,중구,신당동
3호선,금호,서울특별시 성동구 금호동4가 1470 금호역(3호선),서울특별시 성동구 동호로 지하104(금호동4가),127.015893753726,37.5481125196986,서울,성동구,금호동4가
3호선,옥수,서울특별시 성동구 옥수동 168-1 옥수역(3호선),서울특별시 성동구 동호로 21(옥수동),127.017224015058,37.5399200863565,서울,성동구,옥수동
3호선,압구정,서울특별시 강남구 신사동 668 압구정역(3호선),서울특별시 강남구 압구정로 지하172(신사동),127.028307538271,37.5235600918534,서울,강남구,신사동
3호선,신사,서울특별시 강남구 신사동 667 신사역(3호선),서울특별시 강남구 도산대로 지하102(신사동),127.018751560774,37.5196722763952,서울,강남구,신사동
3호선,잠원,서울특별시 서초구 잠원동 100-1 잠원역(3호선),서울특별시 서초구 잠원로4길 지하46(잠원동),127.008732323274,37.5116096389129,서울,서초구,잠원동
3호선,고속터미널,서울특별시 서초구 반포동 19-11 고속터미널역(3호선),서울특별시 서초구 신반포로 지하188(반포동),127.00487538273,37.5048497116637,서울,서초구,반포동
3호선,"교대(법원, 검찰청)",서울특별시 서초구 서초동 1748-4 교대역(3호선),서울특별시 서초구 서초대로 지하294(서초동),127.017320865284,37.4948693588388,서울,서초구,서초동
3호선,남부터미널(예술의전당),서울특별시 서초구 서초동 1748-30 남부터미널역(3호선),서울특별시 서초구 서초중앙로 지하31(서초동),127.015296934392,37.4865945147413,서울,서초구,서초동
3호선,양재(서초구청),서울특별시 서초구 서초동 1366-9 양재역(3호선),서울특별시 서초구 남부순환로 지하2585(서초동),127.032164869199,37.4847819020548,서울,서초구,서초동
3호선,매봉,서울특별시 강남구 도곡동 179-2 매봉역(3호선),서울특별시 강남구 남부순환로 지하2744(도곡동),127.046680387973,37.4869938091855,서울,강남구,도곡동
3호선,도곡,서울특별시 강남구 도곡동 339-2 도곡역(3호선),서울특별시 강남구 남부순환로 지하2814(도곡동),127.052930042538,37.4897882632404,서울,강남구,도곡동
3호선,대치,서울특별시 강남구 대치동 317-3 대치역(3호선),서울특별시 강남구 남부순환로 지하2952(대치동),127.063258732024,37.4945271673722,서울,강남구,대치동
3호선,학여울,서울특별시 강남구 대치동 514-3 학여울역(3호선),서울특별시 강남구 남부순환로 지하3104(대치동),127.071795320112,37.4957890132293,서울,강남구,대치동
3호선,대청,서울특별시 강남구 일원동 700-9 대청역(3호선),서울특별시 강남구 일원로 지하2(일원동),127.073079713825,37.4909086423408,서울,강남구,일원동
3호선,일원,서울특별시 강남구 일원동 717 일원역(3호선),서울특별시 강남구 일원로 지하121(일원동),127.084451669321,37.4840018638246,서울,강남구,일원동
3호선,수서,서울특별시 강남구 수서동 728 수서역(3호선),서울특별시 강남구 광평로 지하270(수서동),127.100579605529,37.4882577599491,서울,강남구,수서동
3호선,가락시장,서울특별시 송파구 가락동 184-23 가락시장역(3호선),서울특별시 송파구 송파대로 지하257(가락동),127.118215300381,37.4929147735248,서울,송파구,가락동
3호선,경찰병원,서울특별시 송파구 가락동 10-15 경찰병원역(3호선),서울특별시 송파구 중대로 지하149(가락동),127.127053256085,37.5012881987153,서울,송파구,가락동
