,stop_No,name,mobile_code,x,y,city_code,city_name,county_name,town_name
1740,GGB101000141,을지로입구역.광교,2246.0,126.9824667,37.5675333,11,서울,중구,다동
1762,GGB101000290,시청앞.덕수궁,2286.0,126.9768833,37.56625,11,서울,중구,정동
1785,GGB101000046,남대문시장.회현역,2145.0,126.9777667,37.5583167,11,서울,중구,남창동
1786,GGB101000047,남대문시장.회현역,2146.0,126.9777167,37.5578167,11,서울,중구,남창동
1823,GGB101000078,충무아트센터.스포츠센터.중부소방서,2178.0,127.0147333,37.5650667,11,서울,중구,무학동
1824,GGB101000163,방산종합시장,2272.0,127.0019167,37.5678333,11,서울,중구,방산동
1826,GGB277101885,염천교사거리(경유),0.0,126.9716667,37.55935,11,서울,중구,순화동
1827,GGB277101993,경찰서앞교차로(경유),0.0,126.97005,37.5618667,11,서울,중구,순화동
1828,GGB101000077,충무아트센터.스포츠센터.중부소방서,2177.0,127.0140333,37.5652333,11,서울,중구,신당동
1829,GGB101000082,신당역.중앙시장앞,2182.0,127.0194333,37.56555,11,서울,중구,신당동
1830,GGB101000084,성동고등학교,2184.0,127.0225333,37.56525,11,서울,중구,신당동
1831,GGB101000147,도로교통공단앞,2252.0,127.02485,37.56495,11,서울,중구,신당동
1841,GGB101000328,남산1호터널,2289.0,126.9922,37.5574,11,서울,중구,예장동
1842,GGB277104181,남산1호터널TG(경유),0.0,126.9927167,37.5557,11,서울,중구,예장동
1843,GGB277104186,남산1호터널TG(경유),0.0,126.99315,37.55585,11,서울,중구,예장동
2204,GGB112000365,충정로역,13766.0,126.9645,37.5596167,11,서울,중구,중림동
2205,GGB101000013,서울역서부,2105.0,126.9692,37.55705,11,서울,중구,중림동
2206,GGB101000015,종근당.충정로역,2107.0,126.9644833,37.5596167,11,서울,중구,중림동
2207,GGB101000016,한국경제신문사,2108.0,126.96775,37.5604667,11,서울,중구,중림동
2208,GGB101000017,한국경제신문사,2109.0,126.9680833,37.56065,11,서울,중구,중림동
2209,ICB101000015,종근당.충정로역,11002.0,126.964556,37.559617,23,서울,중구,중림동
2315,GGB101000081,신당역.중앙시장앞,2181.0,127.0187333,37.5657667,11,서울,중구,황학동
2316,GGB101000083,성동고등학교,2183.0,127.02205,37.5656,11,서울,중구,황학동
2317,GGB101000001,남대문세무서.서울백병원(중),2001.0,126.9875333,37.5649667,11,서울,중구,저동1가
2318,GGB101000002,서울백병원.국가인권위.안중근활동터(중),2002.0,126.98785,37.5643167,11,서울,중구,저동1가
2400,GGB101000036,서소문,2133.0,126.9748833,37.56325,11,서울,중구,서소문동
2401,GGB101000038,시청.서소문청사,2135.0,126.9749667,37.56355,11,서울,중구,서소문동
2402,GGB101000269,서울역,2694.0,126.97205,37.55805,11,서울,중구,봉래동1가
2403,GGB101000329,숭례문(경유),2099.0,126.9744667,37.5598,11,서울,중구,봉래동1가
2404,GGB101000004,서울역버스환승센터,2004.0,126.9725,37.5555167,11,서울,중구,봉래동2가
2405,GGB101000005,서울역버스환승센터(5번승강장)(중),2005.0,126.9726833,37.55515,11,서울,중구,봉래동2가
2406,GGB101000006,서울역버스환승센터(6번승강장)(중),2006.0,126.9727333,37.55515,11,서울,중구,봉래동2가
2407,GGB101000007,서울역버스환승센터.강우규의거터,2007.0,126.9730667,37.5555167,11,서울,중구,봉래동2가
2408,GGB101000250,서울역,2685.0,126.97135,37.55815,11,서울,중구,봉래동2가
2409,GGB101000263,서울스퀘어앞,2282.0,126.9732667,37.5553833,11,서울,중구,봉래동2가
2410,ICB101000250,서울역,11013.0,126.971821,37.557206,23,서울,중구,봉래동2가
2507,GGB101000058,을지로입구.시청입구,2157.0,126.9810833,37.56615,11,서울,중구,을지로1가
2508,GGB101000303,서울시청,2100.0,126.9807667,37.56615,11,서울,중구,을지로1가
2509,GGB101000057,을지로입구.로얄호텔,2156.0,126.9852833,37.5659833,11,서울,중구,을지로2가
2510,GGB101000059,을지로2가.기업은행본점.서울노동청,2158.0,126.9865333,37.56625,11,서울,중구,을지로2가
2511,GGB101000060,을지로2가.파인에비뉴,2159.0,126.9888167,37.56605,11,서울,중구,을지로2가
2512,GGB101000292,남대문세무서.국가인권위원회,2287.0,126.9878,37.5652333,11,서울,중구,을지로2가
2513,GGB277104376,SKT타워(경유),0.0,126.9852667,37.5662167,11,서울,중구,을지로2가
2514,GGB101000061,을지로3가,2160.0,126.9903667,37.5663833,11,서울,중구,을지로3가
2515,GGB101000062,을지로3가,2161.0,126.9912833,37.5661667,11,서울,중구,을지로3가
2516,GGB101000063,을지로4가,2162.0,126.9962167,37.5666833,11,서울,중구,을지로4가
2517,GGB101000064,을지로4가.베스트웨스턴국도,2163.0,126.9968333,37.5664333,11,서울,중구,을지로4가
2518,GGB101000066,방산시장.을지로4가역6번출구,2165.0,126.99925,37.56685,11,서울,중구,을지로4가
2519,GGB101000067,을지로5가.중부시장,2166.0,127.0011,37.5666667,11,서울,중구,을지로5가
2520,GGB101000070,을지로6가.국립중앙의료원,2169.0,127.0063667,37.5661333,11,서울,중구,을지로6가
2521,GGB101000073,을지로6가.국립중앙의료원,2172.0,127.0058333,37.5665,11,서울,중구,을지로6가
2522,GGB101000075,동대문역사문화공원,2174.0,127.0088,37.5672833,11,서울,중구,을지로7가
2523,GGB101000130,동대문역사문화공원,2235.0,127.0091167,37.5654833,11,서울,중구,을지로7가
2524,GGB112000399,경찰청.동북아역사재단(중),13039.0,126.96925,37.5624833,11,서울,중구,의주로1가
2525,GGB101000018,경찰청.동북아역사재단,2110.0,126.96915,37.5630333,11,서울,중구,의주로1가
2526,GGB101000020,서대문경찰서.농협은행.유관순활동터,2113.0,126.9677333,37.56495,11,서울,중구,의주로1가
2527,GGB277101975,경찰청앞교차로(경유),0.0,126.9698333,37.56225,11,서울,중구,의주로1가
2528,GGB101000045,신세계백화점,2144.0,126.9815167,37.5608,11,서울,중구,충무로1가
2529,GGB101000262,서대문역사거리.농협중앙회,2281.0,126.9679167,37.5668,11,서울,중구,충정로1가
2530,GGB101000039,서울신문사,2137.0,126.9773667,37.5684,11,서울,중구,태평로1가
2531,GGB101900006,프레스센터,2507.0,126.97735,37.5675,11,서울,중구,태평로1가
2532,GGB101000033,시청앞,2128.0,126.9766,37.56235,11,서울,중구,태평로2가
2533,GGB101000034,삼성본관앞,2131.0,126.9759,37.5620667,11,서울,중구,태평로2가
2534,GGB101000035,시청앞,2132.0,126.9762167,37.5628667,11,서울,중구,태평로2가
2535,GGB101000128,신한은행본점,2233.0,126.9755167,37.5611167,11,서울,중구,태평로2가
2536,GGB277104283,시청교차로(경유),0.0,126.9767667,37.56455,11,서울,중구,태평로2가
2540,GGB101000048,남산3호터널,2147.0,126.9826833,37.5585333,11,서울,중구,회현동2가
2541,GGB101000049,남산3호터널.서울애니메이션센터,2148.0,126.9827,37.5595,11,서울,중구,회현동2가
2542,GGB101000040,우리은행종로지점,2139.0,126.9829333,37.5676833,11,서울,중구,남대문로1가
2543,GGB101000041,롯데백화점,2140.0,126.98215,37.5644667,11,서울,중구,남대문로2가
2544,GGB101000042,해운센터.롯데영프라자,2141.0,126.9814833,37.5627,11,서울,중구,남대문로2가
2545,GGB101000043,롯데영프라자,2142.0,126.9820833,37.5630333,11,서울,중구,남대문로2가
2546,GGB101000148,명동입구,2253.0,126.9826,37.5646833,11,서울,중구,남대문로2가
2547,GGB101000031,남대문시장,2126.0,126.97995,37.5612667,11,서울,중구,남대문로3가
2548,GGB101000032,북창동.남대문시장,2127.0,126.9781833,37.5612,11,서울,중구,남대문로3가
2549,GGB101000114,남대문시장앞.이회영활동터,2219.0,126.9787333,37.5610167,11,서울,중구,남대문로3가
2550,GGB101000254,한국은행.신세계앞,2278.0,126.9792833,37.56145,11,서울,중구,남대문로3가
2551,GGB277102114,남대문로3가(경유),0.0,126.9789833,37.56105,11,서울,중구,남대문로3가
2552,GGB101000264,북창동.남대문시장,2283.0,126.9771667,37.5609667,11,서울,중구,남대문로4가
2553,GGB277102115,숭례문교차로(경유),0.0,126.9754333,37.5603667,11,서울,중구,남대문로4가
2554,GGB101000008,숭례문(중),2008.0,126.9736833,37.5584667,11,서울,중구,남대문로5가
2555,GGB101000022,숭례문,2117.0,126.9731167,37.5581167,11,서울,중구,남대문로5가
2556,GGB101000023,숭례문.한국일보,2118.0,126.97375,37.5588,11,서울,중구,남대문로5가
2557,GGB101000025,후암삼거리,2120.0,126.9760833,37.5533833,11,서울,중구,남대문로5가
2558,GGB101000026,숭례문,2121.0,126.9744,37.5587833,11,서울,중구,남대문로5가
2559,GGB101000027,숭례문,2122.0,126.9741,37.55845,11,서울,중구,남대문로5가
2560,GGB101000028,숭례문,2123.0,126.9737,37.558,11,서울,중구,남대문로5가
2561,GGB101000113,남대문경찰서,2218.0,126.9737167,37.5540333,11,서울,중구,남대문로5가
2562,GGB277101742,서울역교차로(경유),0.0,126.9726333,37.5571,11,서울,중구,남대문로5가
3539,GGB122000230,구룡중학교앞,23334.0,127.0571667,37.4858333,11,서울,강남구,개포동
3540,GGB122000231,개포고등학교앞,23335.0,127.0585167,37.4842167,11,서울,강남구,개포동
3541,GGB122000232,개포1단지,23336.0,127.0605,37.4825833,11,서울,강남구,개포동
3542,GGB122000238,개일초등학교앞,23342.0,127.0572833,37.4860333,11,서울,강남구,개포동
3543,GGB122000239,개포고등학교,23343.0,127.0586167,37.4844167,11,서울,강남구,개포동
3544,GGB122000240,개포1단지연금매장,23344.0,127.06065,37.4827167,11,서울,강남구,개포동
3545,GGB122000241,래미안블레스티지아파트,23345.0,127.0636167,37.4802833,11,서울,강남구,개포동
3546,GGB122000245,디에이치아너힐즈,23349.0,127.0681,37.4845333,11,서울,강남구,개포동
3547,GGB122000246,주공4단지,23350.0,127.0691167,37.4838167,11,서울,강남구,개포동
3548,GGB122000247,경기여고,23351.0,127.0671,37.48655,11,서울,강남구,개포동
3549,GGB122000248,개포동역.개포시장,23352.0,127.0661,37.4885333,11,서울,강남구,개포동
3550,GGB122000249,개포주공5단지.경기여고,23353.0,127.0674333,37.48675,11,서울,강남구,개포동
3551,GGB122000250,개포동역.개포시장,23354.0,127.0665167,37.4885167,11,서울,강남구,개포동
3552,GGB122000256,개원중학교.대모산입구역2번출구,23360.0,127.07195,37.4921833,11,서울,강남구,개포동
3553,GGB122000257,개포주공7단지앞,23361.0,127.0736333,37.4890667,11,서울,강남구,개포동
3554,GGB122000291,대치아파트.대모산입구역3번출구,23395.0,127.0725833,37.4923333,11,서울,강남구,개포동
3555,GGB122000343,개포중학교,23457.0,127.0634333,37.4801833,11,서울,강남구,개포동
3556,GGB277103053,구룡마을입구(경유),0.0,127.0647167,37.4789667,11,서울,강남구,개포동
3557,GGB277103054,구룡마을입구(경유),0.0,127.0649167,37.4794833,11,서울,강남구,개포동
3558,GGB277104437,구룡초교교차로(경유),0.0,127.05405,37.4810167,11,서울,강남구,개포동
3559,GGB122000010,신사역3번출구,23110.0,127.0200667,37.5152167,11,서울,강남구,논현동
3560,GGB122000011,신사역1번출구,23111.0,127.0218167,37.5168333,11,서울,강남구,논현동
3561,GGB122000012,신사동고개,23112.0,127.0260167,37.5185833,11,서울,강남구,논현동
3562,GGB122000013,강남을지병원,23113.0,127.0284833,37.5184333,11,서울,강남구,논현동
3563,GGB122000014,학동역,23114.0,127.0301667,37.5148333,11,서울,강남구,논현동
3564,GGB122000015,학동역6번출구,23115.0,127.0296667,37.5138333,11,서울,강남구,논현동
3565,GGB122000016,영동시장,23116.0,127.0234667,37.5118833,11,서울,강남구,논현동
3566,GGB122000024,언북중학교입구,23124.0,127.0308167,37.5203333,11,서울,강남구,논현동
3567,GGB122000025,제일은행.호림아트센터앞,23125.0,127.0349333,37.5216167,11,서울,강남구,논현동
3568,GGB122000027,강남구청역,23127.0,127.04065,37.5184667,11,서울,강남구,논현동
3569,GGB122000031,서울세관,23131.0,127.0351333,37.5173667,11,서울,강남구,논현동
3570,GGB122000036,한국토지주택공사앞,23136.0,127.0426833,37.513,11,서울,강남구,논현동
3571,GGB122000041,펜트힐루논현.임피리얼팰리스호텔,23141.0,127.03515,37.5135833,11,서울,강남구,논현동
3572,GGB122000042,논현아이파크,23142.0,127.0359667,37.5109333,11,서울,강남구,논현동
3573,GGB122000384,영동고등학교현대아파트,23507.0,127.0395833,37.5213667,11,서울,강남구,논현동
3574,GGB122000665,강남보건소.강남구립국제교육원,23200.0,127.0418167,37.5153167,11,서울,강남구,논현동
3575,GGB121000014,논현역(중),22014.0,127.0236333,37.5064,11,서울,강남구,논현동
3576,GGB121000016,신사역(중),22016.0,127.0205333,37.5130167,11,서울,강남구,논현동
3577,ICB121000014,논현역,32008.0,127.023666,37.506602,23,서울,강남구,논현동
3578,GGB122000116,도곡역2번출구.동부센트레빌,23219.0,127.05635,37.4915667,11,서울,강남구,대치동
3579,GGB122000117,중대부고,23220.0,127.0550833,37.4919167,11,서울,강남구,대치동
3580,GGB122000118,단대부고.대치아이파크아파트,23221.0,127.05375,37.4947333,11,서울,강남구,대치동
3581,GGB122000119,한티역3번출구.서울지방고용노동청강남지청,23222.0,127.0541167,37.4965,11,서울,강남구,대치동
3582,GGB122000120,삼성아파트입구,23223.0,127.05955,37.4982333,11,서울,강남구,대치동
3583,GGB122000121,농협대치지점,23224.0,127.06115,37.498,11,서울,강남구,대치동
3584,GGB122000122,대치동국제아파트.서울교회,23225.0,127.06205,37.4963,11,서울,강남구,대치동
3585,GGB122000123,대치역1번출구,23226.0,127.0614833,37.4939167,11,서울,강남구,대치동
3586,GGB122000124,래미안대치팰리스,23227.0,127.05845,37.49255,11,서울,강남구,대치동
3587,GGB122000125,도곡역3번출구,23228.0,127.05645,37.4911833,11,서울,강남구,대치동
3588,GGB122000127,대치역8번출구,23230.0,127.0622333,37.4938667,11,서울,강남구,대치동
3589,GGB122000128,대치역7번출구.선경아파트,23231.0,127.0640333,37.4925,11,서울,강남구,대치동
3590,GGB122000129,그랑프리백화점,23232.0,127.0557167,37.4903,11,서울,강남구,대치동
3591,GGB122000130,은마아파트,23233.0,127.06285,37.4956333,11,서울,강남구,대치동
3592,GGB122000131,은마파출소,23234.0,127.0614833,37.49815,11,서울,강남구,대치동
3593,GGB122000133,대치동은마아파트,23236.0,127.0682833,37.4985833,11,서울,강남구,대치동
3594,GGB122000134,은마아파트,23237.0,127.0671333,37.4958667,11,서울,강남구,대치동
3595,GGB122000135,대치동미도아파트,23238.0,127.0675333,37.4956,11,서울,강남구,대치동
3596,GGB122000136,대치역6번출구.강남구민회관,23239.0,127.0642667,37.49285,11,서울,강남구,대치동
3597,GGB122000137,쌍용아파트,23240.0,127.0695333,37.4980333,11,서울,강남구,대치동
3598,GGB122000139,삼성역,23242.0,127.0643333,37.5074833,11,서울,강남구,대치동
3599,GGB122000140,강남경찰서.강남운전면허시험장,23243.0,127.06705,37.5097667,11,서울,강남구,대치동
3600,GGB122000141,삼성역,23244.0,127.0634,37.5077333,11,서울,강남구,대치동
3601,GGB122000142,휘문고.대치2동주민센터,23245.0,127.0656333,37.5035833,11,서울,강남구,대치동
3602,GGB122000144,대치현대아파트,23247.0,127.0599,37.5011,11,서울,강남구,대치동
3603,GGB122000146,휘문중고등학교,23249.0,127.0614667,37.5041167,11,서울,강남구,대치동
3604,GGB122000147,대치사거리,23250.0,127.05855,37.5036,11,서울,강남구,대치동
3605,GGB122000148,한국무역센터.삼성역,23251.0,127.0616333,37.50815,11,서울,강남구,대치동
3606,GGB122000149,한티역,23252.0,127.0520833,37.4982667,11,서울,강남구,대치동
3607,GGB122000150,도성초등학교,23253.0,127.05115,37.50015,11,서울,강남구,대치동
3608,GGB122000155,진선여자중고등학교,23258.0,127.0499167,37.5027833,11,서울,강남구,대치동
3609,GGB122000156,선릉역,23259.0,127.0503167,37.5046833,11,서울,강남구,대치동
3610,GGB122000157,포스코빌딩,23260.0,127.0549167,37.5060833,11,서울,강남구,대치동
3611,GGB122000159,대치동현대아파트,23262.0,127.05915,37.5017,11,서울,강남구,대치동
3612,GGB122000160,은마아파트입구사거리,23263.0,127.0600333,37.4988,11,서울,강남구,대치동
3613,GGB122000161,베스티안병원,23264.0,127.05665,37.4976833,11,서울,강남구,대치동
3614,GGB122000162,한티역2번출구.서울지방고용노동청강남지청,23265.0,127.0539,37.4968333,11,서울,강남구,대치동
3615,GGB122000330,삼성역3번출구,23438.0,127.0637333,37.50715,11,서울,강남구,대치동
3616,GGB122000356,강남경찰서.강남운전면허시험장,23473.0,127.066,37.50955,11,서울,강남구,대치동
3617,GGB122000386,총회회관.휘문고입구,23509.0,127.0659833,37.5044833,11,서울,강남구,대치동
3618,GGB122000388,새마을운동중앙회,23511.0,127.0673667,37.5019167,11,서울,강남구,대치동
3619,GGB122000397,코원에너지서비스,23520.0,127.07605,37.4981667,11,서울,강남구,대치동
3620,GGB122000398,코원에너지서비스,23521.0,127.0761667,37.4984833,11,서울,강남구,대치동
3621,GGB122000400,포스코사거리,23523.0,127.0583167,37.5071333,11,서울,강남구,대치동
3622,GGB122000643,학여울역,23500.0,127.0719667,37.4972667,11,서울,강남구,대치동
3623,GGB122000644,학여울역,23501.0,127.07135,37.49665,11,서울,강남구,대치동
3624,ICB122000148,한국무역센터.삼성역,23251.0,127.061586,37.508213,23,서울,강남구,대치동
3625,ICB122000156,선릉역,23259.0,127.050351,37.504758,23,서울,강남구,대치동
3626,GGB121000194,양재역.양재1동민원분소,22270.0,127.0373,37.4848167,11,서울,강남구,도곡동
3627,GGB121900030,원불교,22439.0,127.04245,37.4833833,11,서울,강남구,도곡동
3628,GGB122000210,도곡1동주민센터.역삼럭키아파트,23314.0,127.0390167,37.49165,11,서울,강남구,도곡동
3629,GGB122000211,도곡1차아이파크.도곡중학교,23315.0,127.0423833,37.4926833,11,서울,강남구,도곡동
3630,GGB122000212,매봉삼성아파트SK리더스뷰,23316.0,127.0487333,37.4881,11,서울,강남구,도곡동
3631,GGB122000213,매봉역양재최의원,23317.0,127.0445,37.4862,11,서울,강남구,도곡동
3632,GGB122000214,양재역말죽거리.강남베드로병원,23318.0,127.0379,37.4852667,11,서울,강남구,도곡동
3633,GGB122000215,뱅뱅사거리.구영동중학교,23319.0,127.03275,37.48775,11,서울,강남구,도곡동
3634,GGB122000217,뱅뱅사거리.뱅뱅프라자,23321.0,127.0328667,37.4897833,11,서울,강남구,도곡동
3635,GGB122000219,매봉역,23323.0,127.0450667,37.486,11,서울,강남구,도곡동
3636,GGB122000220,도곡개포한신아파트,23324.0,127.0490833,37.4878333,11,서울,강남구,도곡동
3637,GGB122000223,군인공제회관,23327.0,127.052,37.4892,11,서울,강남구,도곡동
3638,GGB122000225,숙명여고,23329.0,127.0523833,37.4897833,11,서울,강남구,도곡동
3639,GGB122000226,도곡렉슬아파트.강남세브란스병원,23330.0,127.0481667,37.4944833,11,서울,강남구,도곡동
3640,GGB122000227,한티역6번출구,23331.0,127.0519167,37.4957667,11,서울,강남구,도곡동
3641,GGB122000228,도곡렉슬아파트정문,23332.0,127.0534167,37.4948,11,서울,강남구,도곡동
3642,GGB122000229,중대부고앞,23333.0,127.0544667,37.4925667,11,서울,강남구,도곡동
3643,GGB122000342,그랑프리백화점,23456.0,127.0554833,37.49005,11,서울,강남구,도곡동
3644,GGB122900029,양재역.종합복지관,23920.0,127.03625,37.4846833,11,서울,강남구,도곡동
3645,GGB122900034,양재역4번출구,23918.0,127.0368333,37.4851167,11,서울,강남구,도곡동
3646,GGB121000006,뱅뱅사거리(중),22006.0,127.0330333,37.4867167,11,서울,강남구,도곡동
3647,GGB277104253,강남베드로병원(경유),0.0,127.0377833,37.48525,11,서울,강남구,도곡동
3648,GGB277104254,캠코양재타워(경유),0.0,127.033,37.4872667,11,서울,강남구,도곡동
3649,GGB277104255,경남아파트(경유),0.0,127.0412833,37.4888333,11,서울,강남구,도곡동
3650,GGB277101752,양재전화국(경유),0.0,127.0405667,37.4856167,11,서울,강남구,도곡동
3651,GGB277101860,도곡1동주민센터(경유),0.0,127.0407833,37.49215,11,서울,강남구,도곡동
3652,ICB121000006,뱅뱅사거리,32001.0,127.033225,37.486862,23,서울,강남구,도곡동
3653,ICB122000214,양재역말죽거리.강남베드로병원,23318.0,127.038004,37.485293,23,서울,강남구,도곡동
3654,ICB122000368,럭키아파트,23488.0,127.041026,37.491713,23,서울,강남구,도곡동
3655,ICB122000381,도곡한신아파트,23504.0,127.041165,37.487159,23,서울,강남구,도곡동
3656,GGB122000083,진흥아파트청담역,23186.0,127.0523333,37.5190167,11,서울,강남구,삼성동
3657,GGB122000084,청담역.경기고교,23187.0,127.0565333,37.5198,11,서울,강남구,삼성동
3658,GGB122000085,청담역.경기고교,23188.0,127.0579333,37.5192333,11,서울,강남구,삼성동
3659,GGB122000086,봉은사.삼성1파출소앞,23189.0,127.0594,37.5150167,11,서울,강남구,삼성동
3660,GGB122000087,봉은사.코엑스북문,23190.0,127.0589833,37.5141833,11,서울,강남구,삼성동
3661,GGB122000088,봉은사.코엑스북문,23191.0,127.0576,37.5136,11,서울,강남구,삼성동
3662,GGB122000089,봉은사역3번출구.삼성1파출소,23192.0,127.06015,37.51515,11,서울,강남구,삼성동
3663,GGB122000093,강남경찰서면허시험장,23196.0,127.0657167,37.5098833,11,서울,강남구,삼성동
3664,GGB122000094,삼성역7번출구,23197.0,127.0627333,37.5104667,11,서울,강남구,삼성동
3665,GGB122000095,무역센터,23198.0,127.061,37.5119667,11,서울,강남구,삼성동
3666,GGB122000096,무역센터,23199.0,127.0619833,37.5101667,11,서울,강남구,삼성동
3667,GGB122000098,한국무역센터.삼성역,23201.0,127.0616833,37.50865,11,서울,강남구,삼성동
3668,GGB122000099,포스코사거리,23202.0,127.0563167,37.5078333,11,서울,강남구,삼성동
3669,GGB122000100,한별구립어린이집,23203.0,127.0549,37.5104333,11,서울,강남구,삼성동
3670,GGB122000107,삼성중앙역.플래티넘아파트,23210.0,127.0515,37.5126833,11,서울,강남구,삼성동
3671,GGB122000108,삼성중앙역.플래티넘아파트,23211.0,127.0517833,37.5124333,11,서울,강남구,삼성동
3672,GGB122000109,삼성2문화센터,23212.0,127.0461167,37.5111,11,서울,강남구,삼성동
3673,GGB122000110,삼성2문화센터,23213.0,127.0464667,37.5108667,11,서울,강남구,삼성동
3674,GGB122000113,한국토지주택공사앞,23216.0,127.04305,37.5128,11,서울,강남구,삼성동
3675,GGB122000114,포스코건너편,23217.0,127.0552333,37.5066667,11,서울,강남구,삼성동
3676,GGB122000115,선릉역,23218.0,127.0504333,37.5051833,11,서울,강남구,삼성동
3677,GGB122000645,선릉역,23241.0,127.0511833,37.5054167,11,서울,강남구,삼성동
3678,GGB122000666,강남보건소.강남구립국제교육원,23290.0,127.0420333,37.5155167,11,서울,강남구,삼성동
3679,GGB277103553,삼성(경유),0.0,127.0666667,37.5155667,11,서울,강남구,삼성동
3680,GGB277103554,삼성(경유),0.0,127.0670333,37.5152333,11,서울,강남구,삼성동
3681,ICB122000098,한국무역센터.삼성역,23201.0,127.061665,37.508547,23,서울,강남구,삼성동
3682,ICB122000115,선릉역,23218.0,127.050493,37.505151,23,서울,강남구,삼성동
3683,GGB122000305,은곡마을.LH이편한세상,23412.0,127.1024,37.4653333,11,서울,강남구,세곡동
3684,GGB122000306,강남신동아파밀리에1단지,23413.0,127.0999167,37.4652667,11,서울,강남구,세곡동
3685,GGB122000307,대왕초등학교,23414.0,127.1067833,37.4647333,11,서울,강남구,세곡동
3686,GGB122000308,세곡동사거리,23415.0,127.1079,37.4637167,11,서울,강남구,세곡동
3687,GGB122000309,세곡동,23416.0,127.1101,37.4646833,11,서울,강남구,세곡동
3688,GGB122000310,광연자동차학원앞,23417.0,127.11635,37.4656667,11,서울,강남구,세곡동
3689,GGB122000311,삼일자동차학원.강남자동차검사소,23418.0,127.12105,37.46775,11,서울,강남구,세곡동
3690,GGB122000313,광연자동차학원앞,23420.0,127.1187333,37.46705,11,서울,강남구,세곡동
3691,GGB122000314,세곡동,23421.0,127.1092833,37.4649833,11,서울,강남구,세곡동
3692,GGB122000315,세곡동사거리,23422.0,127.1086167,37.4656667,11,서울,강남구,세곡동
3693,GGB122000664,은곡마을진입로,23434.0,127.0985333,37.46565,11,서울,강남구,세곡동
3694,GGB122000673,세곡푸르지오.은곡삼거리,23439.0,127.09645,37.4651167,11,서울,강남구,세곡동
3695,GGB122000674,세곡푸르지오.은곡삼거리,23437.0,127.0949,37.46505,11,서울,강남구,세곡동
3696,GGB122000675,은곡마을.강남신동아파밀리에,23537.0,127.1023,37.4650667,11,서울,강남구,세곡동
3697,GGB122000688,세곡푸르지오,23480.0,127.0937,37.4675667,11,서울,강남구,세곡동
3698,GGB122000689,세곡푸르지오,23482.0,127.09385,37.4677333,11,서울,강남구,세곡동
3699,GGB122000699,대왕초등학교,23454.0,127.1066333,37.4649833,11,서울,강남구,세곡동
3700,GGB277104671,세곡동사거리(경유),0.0,127.1084667,37.4644,11,서울,강남구,세곡동
3701,GGB277104672,세곡동사거리(경유),0.0,127.1079333,37.46445,11,서울,강남구,세곡동
3702,GGB122000276,수서삼성아파트앞,23380.0,127.091,37.4844667,11,서울,강남구,수서동
3703,GGB122000281,수서119.안전센터앞,23385.0,127.0925833,37.4842833,11,서울,강남구,수서동
3704,GGB122000294,수서역현대벤쳐빌,23401.0,127.1022167,37.48765,11,서울,강남구,수서동
3705,GGB122000295,수서역,23402.0,127.1007167,37.4883333,11,서울,강남구,수서동
3706,GGB122000297,수서역.KT수서지점,23404.0,127.1007167,37.4872333,11,서울,강남구,수서동
3707,GGB122000299,궁마을,23406.0,127.0972333,37.4854,11,서울,강남구,수서동
3708,GGB122000300,궁마을,23407.0,127.0975333,37.4852333,11,서울,강남구,수서동
3709,GGB122000301,수서역,23408.0,127.10185,37.4869167,11,서울,강남구,수서동
3710,GGB122000302,수서역5번출구,23409.0,127.1024333,37.4869167,11,서울,강남구,수서동
3711,GGB122000303,수서역.로즈데일빌딩,23410.0,127.1028333,37.4873833,11,서울,강남구,수서동
3712,GGB122000338,시립수서청소년수련관,23450.0,127.08945,37.4839333,11,서울,강남구,수서동
3713,GGB122000348,태화기독교.사회복지관,23465.0,127.0932333,37.4845667,11,서울,강남구,수서동
3714,GGB122000718,고속철도수서역,23150.0,127.1044333,37.4848167,11,서울,강남구,수서동
3715,GGB277103414,수서(경유),0.0,127.0995667,37.4930667,11,서울,강남구,수서동
3716,GGB277103415,수서(경유),0.0,127.1003833,37.4929167,11,서울,강남구,수서동
3717,GGB277103420,수서출입(경유),0.0,127.1000833,37.4926167,11,서울,강남구,수서동
3718,GGB277103421,수서진입(경유),0.0,127.0999,37.4934333,11,서울,강남구,수서동
3719,GGB122000001,신사중학교,23101.0,127.02065,37.5230667,11,서울,강남구,신사동
3720,GGB122000003,광림교회.현대고등학교,23103.0,127.0254,37.5254667,11,서울,강남구,신사동
3721,GGB122000008,신사역8번출구.가로수길,23108.0,127.0221667,37.5174833,11,서울,강남구,신사동
3722,GGB122000009,신사역사거리,23109.0,127.0193167,37.5174667,11,서울,강남구,신사동
3723,GGB122000049,현대아파트,23149.0,127.0311,37.5283667,11,서울,강남구,신사동
3724,GGB122000050,신사동교회,23151.0,127.0306167,37.5207167,11,서울,강남구,신사동
3725,GGB122000052,신구중학교,23153.0,127.0332167,37.5267833,11,서울,강남구,신사동
3726,GGB122000055,압구정파출소,23157.0,127.0359333,37.5288167,11,서울,강남구,신사동
3727,GGB122000057,한양아파트.압구정로데오역,23159.0,127.0389,37.5280333,11,서울,강남구,신사동
3728,GGB122000058,일지아트홀,23160.0,127.03955,37.525,11,서울,강남구,신사동
3729,GGB122000059,씨네시티앞,23161.0,127.0377667,37.5230333,11,서울,강남구,신사동
3730,GGB122000060,도산공원,23162.0,127.0335333,37.5228,11,서울,강남구,신사동
