법정구역,2024년02월_계_총세대수,2024년02월_계_연령구간세대수,2024년02월_계_20~29세,2024년02월_계_30~39세,2024년02월_남_총세대수,2024년02월_남_연령구간세대수,2024년02월_남_20~29세,2024년02월_남_30~39세,2024년02월_여_총세대수,2024년02월_여_연령구간세대수,2024년02월_여_20~29세,2024년02월_여_30~39세,2030_1인가구_비율,2030(여성)_1인가구_비율,2030(남성)_1인가구_비율
행당동,8396.0,4573.0,"2,960","1,613",4137.0,2480.0,"1,529",951,4259.0,2093.0,"1,431",662,0.5446641257741782,0.4914299131251467,0.5994682136814117
응봉동,1617.0,429.0,136,293,704.0,260.0,79,181,913.0,169.0,57,112,0.2653061224489796,0.1851040525739321,0.3693181818181818
금호동1가,2293.0,603.0,186,417,973.0,302.0,78,224,1320.0,301.0,108,193,0.262974269515918,0.22803030303030303,0.3103802672147996
금호동2가,1472.0,488.0,171,317,639.0,242.0,78,164,833.0,246.0,93,153,0.33152173913043476,0.29531812725090034,0.37871674491392804
금호동3가,2126.0,676.0,218,458,982.0,390.0,113,277,1144.0,286.0,105,181,0.3179680150517404,0.25,0.3971486761710794
금호동4가,2353.0,645.0,185,460,998.0,324.0,94,230,1355.0,321.0,91,230,0.27411814704632387,0.23690036900369005,0.3246492985971944
옥수동,3221.0,937.0,241,696,1284.0,427.0,82,345,1937.0,510.0,159,351,0.2909034461347408,0.2632937532266391,0.3325545171339564
성수동1가,6100.0,2876.0,"1,146","1,730",3196.0,1510.0,561,949,2904.0,1366.0,585,781,0.47147540983606556,0.4703856749311295,0.47246558197747185
성수동2가,6609.0,2775.0,"1,130","1,645",3722.0,1439.0,513,926,2887.0,1336.0,617,719,0.4198819791193827,0.4627641149982681,0.3866200967221924
송정동,3079.0,1187.0,571,616,1833.0,665.0,289,376,1246.0,522.0,282,240,0.3855147775251705,0.4189406099518459,0.3627932351336607
용답동,5220.0,2826.0,"1,672","1,154",2799.0,1312.0,696,616,2421.0,1514.0,976,538,0.5413793103448276,0.6253614209004543,0.46873883529832083
중곡동,20113.0,8703.0,"3,922","4,781",9685.0,4134.0,"1,597","2,537",10428.0,4569.0,"2,325","2,244",0.43270521553224284,0.43814729574223243,0.4268456375838926
능동,3959.0,2461.0,"1,252","1,209",1778.0,1065.0,497,568,2181.0,1396.0,755,641,0.6216216216216216,0.6400733608436497,0.5989876265466817
구의동,16569.0,8252.0,"3,838","4,414",7770.0,3946.0,"1,608","2,338",8799.0,4306.0,"2,230","2,076",0.4980385056430684,0.48937379247641777,0.5078507078507078
광장동,2295.0,746.0,287,459,1035.0,421.0,156,265,1260.0,325.0,131,194,0.3250544662309368,0.25793650793650796,0.4067632850241546
자양동,20461.0,9214.0,"4,405","4,809",10079.0,4748.0,"2,023","2,725",10382.0,4466.0,"2,382","2,084",0.45032012120619713,0.4301675977653631,0.4710784800079373
화양동,15113.0,11988.0,"8,531","3,457",7203.0,5470.0,"3,612","1,858",7910.0,6518.0,"4,919","1,599",0.7932243763647191,0.8240202275600506,0.7594058031375815
군자동,7071.0,4274.0,"2,532","1,742",3584.0,2145.0,"1,205",940,3487.0,2129.0,"1,327",802,0.6044406731721115,0.610553484370519,0.5984933035714286
신설동,2385.0,1386.0,802,584,1250.0,565.0,266,299,1135.0,821.0,536,285,0.5811320754716981,0.7233480176211454,0.452
용두동,10431.0,5408.0,"2,898","2,510",5259.0,2610.0,"1,262","1,348",5172.0,2798.0,"1,636","1,162",0.518454606461509,0.5409899458623356,0.49629207073588133
제기동,7645.0,3395.0,"2,346","1,049",4312.0,1999.0,"1,328",671,3333.0,1396.0,"1,018",378,0.44408109875735774,0.41884188418841883,0.4635899814471243
전농동,10422.0,3740.0,"2,017","1,723",5355.0,2018.0,961,"1,057",5067.0,1722.0,"1,056",666,0.3588562655920169,0.339846062759029,0.376844070961718
답십리동,10119.0,4054.0,"1,845","2,209",4648.0,1842.0,690,"1,152",5471.0,2212.0,"1,155","1,057",0.4006324735645815,0.4043136538110035,0.39629948364888123
장안동,13877.0,5326.0,"2,361","2,965",7126.0,2664.0,931,"1,733",6751.0,2662.0,"1,430","1,232",0.3838005332564675,0.3943119537846245,0.3738422677518945
청량리동,5366.0,1345.0,685,660,2666.0,678.0,305,373,2700.0,667.0,380,287,0.2506522549385017,0.24703703703703703,0.25431357839459867
회기동,4692.0,3377.0,"2,577",800,2263.0,1679.0,"1,197",482,2429.0,1698.0,"1,380",318,0.7197357203751066,0.6990531082750103,0.7419354838709677
휘경동,11599.0,7647.0,"5,843","1,804",5835.0,3950.0,"2,861","1,089",5764.0,3697.0,"2,982",715,0.6592809724976291,0.6413948646773074,0.676949443016281
이문동,10364.0,5676.0,"4,322","1,354",5047.0,2815.0,"1,985",830,5317.0,2861.0,"2,337",524,0.5476649942107294,0.5380853864961445,0.5577570834158906
면목동,32642.0,10145.0,"4,362","5,783",16789.0,5238.0,"1,933","3,305",15853.0,4907.0,"2,429","2,478",0.3107959071135347,0.3095313189932505,0.31198999344809103
상봉동,11679.0,5603.0,"2,747","2,856",5470.0,2407.0,983,"1,424",6209.0,3196.0,"1,764","1,432",0.4797499785940577,0.5147366725720728,0.440036563071298
중화동,11187.0,3450.0,"1,521","1,929",6069.0,1813.0,679,"1,134",5118.0,1637.0,842,795,0.30839367122552963,0.31985150449394295,0.29873125720876587
묵동,9970.0,3869.0,"1,898","1,971",4641.0,1763.0,696,"1,067",5329.0,2106.0,"1,202",904,0.3880641925777332,0.3951960968286733,0.37987502693385045
망우동,12700.0,3842.0,"1,733","2,109",6605.0,1867.0,679,"1,188",6095.0,1975.0,"1,054",921,0.3025196850393701,0.3240360951599672,0.282664647993944
신내동,7313.0,1802.0,613,"1,189",3101.0,896.0,242,654,4212.0,906.0,371,535,0.2464105018460276,0.2150997150997151,0.28893905191873587
성북동,2265.0,834.0,299,535,999.0,400.0,123,277,1266.0,434.0,176,258,0.36821192052980134,0.34281200631911535,0.4004004004004004
성북동1가,726.0,427.0,260,167,296.0,180.0,96,84,430.0,247.0,164,83,0.5881542699724518,0.5744186046511628,0.6081081081081081
돈암동,3880.0,957.0,314,643,1565.0,509.0,151,358,2315.0,448.0,163,285,0.2466494845360825,0.19352051835853132,0.32523961661341855
동소문동1가,350.0,206.0,110,96,174.0,100.0,53,47,176.0,106.0,57,49,0.5885714285714285,0.6022727272727273,0.5747126436781609
동소문동2가,168.0,53.0,21,32,77.0,32.0,12,20,91.0,21.0,9,12,0.31547619047619047,0.23076923076923078,0.4155844155844156
동소문동3가,89.0,31.0,18,13,59.0,13.0,4,9,30.0,18.0,14,4,0.34831460674157305,0.6,0.22033898305084745
동소문동4가,788.0,490.0,295,195,304.0,191.0,90,101,484.0,299.0,205,94,0.6218274111675127,0.6177685950413223,0.6282894736842105
동소문동5가,340.0,164.0,125,39,137.0,46.0,31,15,203.0,118.0,94,24,0.4823529411764706,0.5812807881773399,0.3357664233576642
동소문동6가,940.0,656.0,473,183,281.0,175.0,92,83,659.0,481.0,381,100,0.6978723404255319,0.7298937784522003,0.6227758007117438
동소문동7가,308.0,159.0,91,68,118.0,60.0,24,36,190.0,99.0,67,32,0.5162337662337663,0.5210526315789473,0.5084745762711864
삼선동1가,1387.0,636.0,348,288,730.0,366.0,194,172,657.0,270.0,154,116,0.4585436193222783,0.410958904109589,0.5013698630136987
삼선동2가,790.0,378.0,223,155,363.0,198.0,106,92,427.0,180.0,117,63,0.47848101265822784,0.4215456674473068,0.5454545454545454
삼선동3가,629.0,256.0,146,110,276.0,140.0,74,66,353.0,116.0,72,44,0.4069952305246423,0.3286118980169972,0.5072463768115942
삼선동4가,1157.0,635.0,412,223,497.0,238.0,136,102,660.0,397.0,276,121,0.5488331892826275,0.6015151515151516,0.4788732394366197
삼선동5가,1439.0,873.0,517,356,633.0,378.0,200,178,806.0,495.0,317,178,0.606671299513551,0.6141439205955335,0.5971563981042654
동선동1가,773.0,531.0,384,147,287.0,170.0,109,61,486.0,361.0,275,86,0.6869340232858991,0.742798353909465,0.5923344947735192
동선동2가,1236.0,960.0,721,239,377.0,269.0,155,114,859.0,691.0,566,125,0.7766990291262136,0.8044237485448196,0.713527851458886
동선동3가,1475.0,1006.0,720,286,504.0,300.0,155,145,971.0,706.0,565,141,0.6820338983050848,0.7270854788877446,0.5952380952380952
동선동4가,1149.0,768.0,508,260,431.0,255.0,128,127,718.0,513.0,380,133,0.6684073107049608,0.7144846796657381,0.5916473317865429
동선동5가,666.0,420.0,274,146,296.0,191.0,115,76,370.0,229.0,159,70,0.6306306306306306,0.6189189189189189,0.6452702702702703
안암동1가,1322.0,874.0,648,226,614.0,410.0,281,129,708.0,464.0,367,97,0.6611195158850227,0.655367231638418,0.6677524429967426
안암동2가,1358.0,1016.0,772,244,715.0,547.0,402,145,643.0,469.0,370,99,0.748159057437408,0.7293934681181959,0.765034965034965
안암동3가,1192.0,651.0,442,209,654.0,408.0,272,136,538.0,243.0,170,73,0.5461409395973155,0.4516728624535316,0.6238532110091743
안암동4가,436.0,296.0,217,79,234.0,153.0,102,51,202.0,143.0,115,28,0.6788990825688074,0.7079207920792079,0.6538461538461539
안암동5가,2909.0,2383.0,"2,066",317,1609.0,1346.0,"1,141",205,1300.0,1037.0,925,112,0.8191818494327948,0.7976923076923077,0.836544437538844
보문동4가,273.0,117.0,61,56,134.0,52.0,24,28,139.0,65.0,37,28,0.42857142857142855,0.4676258992805755,0.3880597014925373
보문동5가,620.0,294.0,165,129,321.0,142.0,70,72,299.0,152.0,95,57,0.47419354838709676,0.5083612040133779,0.4423676012461059
보문동6가,1105.0,418.0,172,246,515.0,222.0,82,140,590.0,196.0,90,106,0.3782805429864253,0.33220338983050846,0.43106796116504853
보문동7가,464.0,202.0,99,103,268.0,118.0,60,58,196.0,84.0,39,45,0.4353448275862069,0.42857142857142855,0.44029850746268656
보문동1가,285.0,151.0,93,58,125.0,69.0,36,33,160.0,82.0,57,25,0.5298245614035088,0.5125,0.552
보문동2가,979.0,596.0,373,223,430.0,253.0,144,109,549.0,343.0,229,114,0.6087844739530133,0.6247723132969034,0.5883720930232558
보문동3가,277.0,63.0,26,37,104.0,29.0,11,18,173.0,34.0,15,19,0.22743682310469315,0.19653179190751446,0.27884615384615385
정릉동,14695.0,5782.0,"3,738","2,044",7113.0,3283.0,"2,022","1,261",7582.0,2499.0,"1,716",783,0.3934671657026199,0.3295964125560538,0.46154927597356954
길음동,4479.0,941.0,328,613,1813.0,489.0,162,327,2666.0,452.0,166,286,0.21009153828979682,0.1695423855963991,0.26971869829012685
종암동,6859.0,2743.0,"1,676","1,067",3421.0,1595.0,924,671,3438.0,1148.0,752,396,0.3999125236915002,0.33391506689936007,0.4662379421221865
하월곡동,6863.0,2697.0,"1,588","1,109",3061.0,1142.0,523,619,3802.0,1555.0,"1,065",490,0.3929768322890864,0.4089952656496581,0.37308069258412285
상월곡동,2066.0,953.0,637,316,887.0,369.0,175,194,1179.0,584.0,462,122,0.4612778315585673,0.4953350296861747,0.4160090191657272
장위동,9355.0,2917.0,"1,298","1,619",4478.0,1470.0,536,934,4877.0,1447.0,762,685,0.311811865312667,0.2966987902399016,0.3282715497990174
석관동,7442.0,2608.0,"1,424","1,184",3732.0,1332.0,618,714,3710.0,1276.0,806,470,0.35044342918570276,0.34393530997304583,0.35691318327974275
미아동,26769.0,7612.0,"3,893","3,719",13001.0,3806.0,"1,618","2,188",13768.0,3806.0,"2,275","1,531",0.284358773207815,0.27643811737362,0.29274671179140066
번동,12071.0,3522.0,"1,819","1,703",5630.0,1767.0,783,984,6441.0,1755.0,"1,036",719,0.2917736724380747,0.2724732184443409,0.313854351687389
수유동,25376.0,8368.0,"4,465","3,903",12059.0,3936.0,"1,665","2,271",13317.0,4432.0,"2,800","1,632",0.3297604035308953,0.3328076894195389,0.32639522348453437
우이동,2292.0,585.0,305,280,995.0,245.0,77,168,1297.0,340.0,228,112,0.25523560209424084,0.26214340786430224,0.24623115577889448
쌍문동,12541.0,3655.0,"1,804","1,851",5473.0,1699.0,646,"1,053",7068.0,1956.0,"1,158",798,0.29144406347181245,0.2767402376910017,0.3104330348985931
방학동,11597.0,2327.0,973,"1,354",5636.0,1228.0,428,800,5961.0,1099.0,545,554,0.2006553418987669,0.18436503942291563,0.21788502484031227
창동,18618.0,5828.0,"2,289","3,539",8430.0,2908.0,939,"1,969",10188.0,2920.0,"1,350","1,570",0.3130304006875067,0.2866117000392619,0.3449584816132859
도봉동,9009.0,1699.0,615,"1,084",4467.0,906.0,276,630,4542.0,793.0,339,454,0.18858918858918858,0.174592690444738,0.2028206850235057
월계동,13614.0,3936.0,"2,234","1,702",6535.0,2403.0,"1,367","1,036",7079.0,1533.0,867,666,0.2891141472014103,0.21655601073597966,0.3677123182861515
공릉동,16273.0,8176.0,"5,812","2,364",7720.0,4077.0,"2,726","1,351",8553.0,4099.0,"3,086","1,013",0.5024273336201069,0.4792470478194785,0.5281088082901555
하계동,7313.0,2297.0,"1,507",790,2900.0,1181.0,756,425,4413.0,1116.0,751,365,0.3140981813209353,0.2528891910265126,0.4072413793103448
상계동,29936.0,7700.0,"2,643","5,057",13173.0,4100.0,"1,194","2,906",16763.0,3600.0,"1,449","2,151",0.2572153928380545,0.2147586947443775,0.3112426933879906
중계동,11734.0,1941.0,543,"1,398",4597.0,987.0,225,762,7137.0,954.0,318,636,0.16541673768535878,0.13366960907944514,0.2147052425494888
수색동,2307.0,803.0,257,546,1089.0,460.0,127,333,1218.0,343.0,130,213,0.3480710879930646,0.28160919540229884,0.42240587695133147
녹번동,7707.0,2608.0,"1,089","1,519",3409.0,1217.0,420,797,4298.0,1391.0,669,722,0.33839366809394056,0.3236389018147976,0.35699618656497506
불광동,14473.0,4712.0,"2,173","2,539",6570.0,2308.0,903,"1,405",7903.0,2404.0,"1,270","1,134",0.3255717543011124,0.3041882829305327,0.3512937595129376
갈현동,8339.0,2943.0,"1,385","1,558",3863.0,1444.0,557,887,4476.0,1499.0,828,671,0.35292001439021464,0.33489722966934765,0.37380274398136165
구산동,4929.0,1569.0,736,833,2095.0,701.0,274,427,2834.0,868.0,462,406,0.3183201460742544,0.30628087508821455,0.33460620525059664
대조동,8611.0,4304.0,"2,366","1,938",3744.0,1759.0,784,975,4867.0,2545.0,"1,582",963,0.4998258042039252,0.5229093897678241,0.46981837606837606
응암동,15830.0,5717.0,"2,537","3,180",6926.0,2583.0,951,"1,632",8904.0,3134.0,"1,586","1,548",0.3611497157296273,0.35197663971248877,0.3729425353739532
역촌동,8559.0,2920.0,"1,289","1,631",3721.0,1334.0,499,835,4838.0,1586.0,790,796,0.341161350625073,0.3278214138073584,0.35850577801666217
신사동,7996.0,2813.0,"1,244","1,569",3676.0,1341.0,502,839,4320.0,1472.0,742,730,0.3518009004502251,0.34074074074074073,0.3647986942328618
증산동,2848.0,917.0,334,583,1367.0,442.0,129,313,1481.0,475.0,205,270,0.3219803370786517,0.32072923700202566,0.3233357717629846
진관동,6564.0,3259.0,"1,473","1,786",2314.0,1084.0,363,721,4250.0,2175.0,"1,110","1,065",0.4964960390006094,0.5117647058823529,0.46845289541918755
충정로2가,511.0,323.0,151,172,246.0,134.0,52,82,265.0,189.0,99,90,0.6320939334637965,0.7132075471698113,0.5447154471544715
충정로3가,1732.0,961.0,434,527,806.0,410.0,152,258,926.0,551.0,282,269,0.5548498845265589,0.5950323974082073,0.5086848635235732
합동,402.0,236.0,80,156,177.0,106.0,30,76,225.0,130.0,50,80,0.5870646766169154,0.5777777777777777,0.5988700564971752
미근동,238.0,126.0,68,58,123.0,63.0,34,29,115.0,63.0,34,29,0.5294117647058824,0.5478260869565217,0.5121951219512195
냉천동,581.0,158.0,75,83,306.0,70.0,27,43,275.0,88.0,48,40,0.2719449225473322,0.32,0.22875816993464052
천연동,855.0,277.0,108,169,372.0,142.0,48,94,483.0,135.0,60,75,0.32397660818713453,0.2795031055900621,0.3817204301075269
옥천동,379.0,137.0,68,69,175.0,66.0,31,35,204.0,71.0,37,34,0.36147757255936674,0.3480392156862745,0.37714285714285717
영천동,361.0,75.0,33,42,162.0,45.0,16,29,199.0,30.0,17,13,0.2077562326869806,0.1507537688442211,0.2777777777777778
현저동,903.0,156.0,54,102,407.0,105.0,43,62,496.0,51.0,11,40,0.17275747508305647,0.1028225806451613,0.257985257985258
북아현동,5122.0,1872.0,812,"1,060",2466.0,933.0,343,590,2656.0,939.0,469,470,0.36548223350253806,0.35353915662650603,0.37834549878345497
홍제동,9141.0,2674.0,"1,068","1,606",3869.0,1301.0,454,847,5272.0,1373.0,614,759,0.2925281697844875,0.26043247344461307,0.3362626001550788
대현동,3921.0,3307.0,"2,668",639,889.0,691.0,485,206,3032.0,2616.0,"2,183",433,0.8434072940576384,0.862796833773087,0.7772778402699663
대신동,898.0,702.0,532,170,325.0,241.0,166,75,573.0,461.0,366,95,0.7817371937639198,0.8045375218150087,0.7415384615384616
신촌동,380.0,310.0,231,79,136.0,105.0,69,36,244.0,205.0,162,43,0.8157894736842105,0.8401639344262295,0.7720588235294118
봉원동,100.0,34.0,15,19,50.0,15.0,4,11,50.0,19.0,11,8,0.34,0.38,0.3
창천동,6801.0,5201.0,"3,574","1,627",3573.0,2781.0,"1,787",994,3228.0,2420.0,"1,787",633,0.7647404793412733,0.7496902106567535,0.7783375314861462
연희동,10675.0,6704.0,"4,353","2,351",5144.0,3451.0,"2,231","1,220",5531.0,3253.0,"2,122","1,131",0.6280093676814988,0.5881395769300307,0.6708786936236392
홍은동,8842.0,3082.0,"1,481","1,601",4086.0,1591.0,683,908,4756.0,1491.0,798,693,0.348563673377064,0.31349873843566023,0.38937836514929025
북가좌동,7831.0,2612.0,"1,197","1,415",3634.0,1360.0,537,823,4197.0,1252.0,660,592,0.33354616268675774,0.29830831546342623,0.37424325811777653
남가좌동,7042.0,2905.0,"1,742","1,163",3284.0,1459.0,812,647,3758.0,1446.0,930,516,0.4125248508946322,0.3847791378392762,0.44427527405602923
아현동,4934.0,2031.0,774,"1,257",2216.0,922.0,263,659,2718.0,1109.0,511,598,0.4116335630320227,0.4080206033848418,0.41606498194945846
공덕동,5836.0,2847.0,"1,253","1,594",2450.0,1127.0,382,745,3386.0,1720.0,871,849,0.48783413296778616,0.5079740106320142,0.46
신공덕동,2549.0,1337.0,663,674,925.0,447.0,138,309,1624.0,890.0,525,365,0.5245194193801491,0.5480295566502463,0.48324324324324325
도화동,4268.0,1819.0,599,"1,220",1800.0,844.0,216,628,2468.0,975.0,383,592,0.426194939081537,0.3950567260940032,0.4688888888888889
용강동,1018.0,356.0,119,237,498.0,192.0,51,141,520.0,164.0,68,96,0.34970530451866405,0.3153846153846154,0.3855421686746988
토정동,175.0,58.0,4,54,89.0,37.0,2,35,86.0,21.0,2,19,0.3314285714285714,0.2441860465116279,0.4157303370786517
마포동,635.0,343.0,134,209,333.0,189.0,65,124,302.0,154.0,69,85,0.5401574803149606,0.5099337748344371,0.5675675675675675
대흥동,3581.0,1785.0,"1,033",752,1653.0,853.0,425,428,1928.0,932.0,608,324,0.498464116168668,0.483402489626556,0.5160314579552329
염리동,3379.0,1754.0,890,864,1543.0,826.0,372,454,1836.0,928.0,518,410,0.5190884877182599,0.5054466230936819,0.5353208036292936
노고산동,3619.0,2405.0,"1,495",910,1804.0,1181.0,675,506,1815.0,1224.0,820,404,0.6645482177397071,0.6743801652892562,0.6546563192904656
신수동,3469.0,1935.0,"1,208",727,1832.0,1131.0,699,432,1637.0,804.0,509,295,0.5577976362063995,0.49114233353695785,0.61735807860262
현석동,644.0,236.0,92,144,267.0,116.0,39,77,377.0,120.0,53,67,0.36645962732919257,0.3183023872679045,0.4344569288389513
구수동,219.0,111.0,33,78,93.0,57.0,15,42,126.0,54.0,18,36,0.5068493150684932,0.42857142857142855,0.6129032258064516
창전동,3185.0,1962.0,"1,243",719,1495.0,989.0,575,414,1690.0,973.0,668,305,0.6160125588697017,0.5757396449704142,0.6615384615384615
상수동,2380.0,1647.0,"1,006",641,1146.0,835.0,501,334,1234.0,812.0,505,307,0.6920168067226891,0.6580226904376013,0.7286212914485166
하중동,91.0,26.0,9,17,38.0,11.0,1,10,53.0,15.0,8,7,0.2857142857142857,0.2830188679245283,0.2894736842105263
신정동,158.0,56.0,10,46,60.0,29.0,4,25,98.0,27.0,6,21,0.35443037974683544,0.2755102040816326,0.48333333333333334
당인동,376.0,220.0,101,119,207.0,126.0,51,75,169.0,94.0,50,44,0.5851063829787234,0.5562130177514792,0.6086956521739131
서교동,7664.0,4965.0,"2,581","2,384",3531.0,2295.0,"1,113","1,182",4133.0,2670.0,"1,468","1,202",0.6478340292275574,0.6460198403097024,0.6499575191163977
동교동,1708.0,1070.0,563,507,815.0,528.0,254,274,893.0,542.0,309,233,0.6264637002341921,0.606942889137738,0.6478527607361964
합정동,5214.0,2999.0,"1,312","1,687",2347.0,1375.0,547,828,2867.0,1624.0,765,859,0.5751822017644802,0.5664457621206836,0.585854282062207
망원동,8696.0,4233.0,"1,812","2,421",3770.0,1883.0,714,"1,169",4926.0,2350.0,"1,098","1,252",0.48677552897884085,0.4770604953308973,0.49946949602122015
연남동,5019.0,3046.0,"1,554","1,492",2318.0,1426.0,635,791,2701.0,1620.0,919,701,0.6068938035465232,0.5997778600518326,0.6151855047454702
성산동,13329.0,7347.0,"3,661","3,686",5008.0,2619.0,999,"1,620",8321.0,4728.0,"2,662","2,066",0.5512041413459374,0.5682009373873332,0.5229632587859425
중동,1067.0,452.0,200,252,487.0,225.0,84,141,580.0,227.0,116,111,0.42361761949390814,0.3913793103448276,0.4620123203285421
상암동,4772.0,2557.0,"1,337","1,220",1948.0,1030.0,429,601,2824.0,1527.0,908,619,0.5358340318524728,0.5407223796033994,0.528747433264887
신정동,21219.0,6200.0,"2,423","3,777",9586.0,3209.0,"1,030","2,179",11633.0,2991.0,"1,393","1,598",0.29219096093124086,0.2571133843376601,0.3347590235760484
목동,16637.0,6749.0,"2,582","4,167",7397.0,3250.0,997,"2,253",9240.0,3499.0,"1,585","1,914",0.4056620784997295,0.37867965367965367,0.43936731107205623
신월동,20871.0,5084.0,"1,920","3,164",10659.0,2857.0,949,"1,908",10212.0,2227.0,971,"1,256",0.24359158641176754,0.21807677242459853,0.26803640116333616
염창동,5112.0,3127.0,"1,257","1,870",2097.0,1278.0,400,878,3015.0,1849.0,857,992,0.611697965571205,0.6132669983416252,0.6094420600858369
등촌동,19265.0,9264.0,"3,798","5,466",8314.0,3975.0,"1,291","2,684",10951.0,5289.0,"2,507","2,782",0.4808720477549961,0.4829695918180988,0.4781092133750301
화곡동,51258.0,24733.0,"11,538","13,195",24746.0,12166.0,"4,724","7,442",26512.0,12567.0,"6,814","5,753",0.4825198017870381,0.47401176825588415,0.4916350117190657
가양동,10792.0,3385.0,995,"2,390",4656.0,1519.0,334,"1,185",6136.0,1866.0,661,"1,205",0.3136582653817643,0.30410691003911344,0.32624570446735396
마곡동,13791.0,10145.0,"4,935","5,210",5629.0,3780.0,"1,308","2,472",8162.0,6365.0,"3,627","2,738",0.7356246827641215,0.7798333741729968,0.6715224729081543
내발산동,4319.0,1374.0,590,784,1820.0,719.0,257,462,2499.0,655.0,333,322,0.31812919657328087,0.2621048419367747,0.39505494505494504
외발산동,253.0,110.0,74,36,166.0,92.0,66,26,87.0,18.0,8,10,0.43478260869565216,0.20689655172413793,0.5542168674698795
공항동,5558.0,2463.0,"1,117","1,346",3272.0,1467.0,584,883,2286.0,996.0,533,463,0.4431450161928751,0.4356955380577428,0.44834963325183375
방화동,14887.0,4946.0,"1,893","3,053",7328.0,2608.0,863,"1,745",7559.0,2338.0,"1,030","1,308",0.3322361792167663,0.3093001719804207,0.3558951965065502
개화동,393.0,85.0,25,60,248.0,58.0,14,44,145.0,27.0,11,16,0.21628498727735368,0.18620689655172415,0.23387096774193547
과해동,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0
오곡동,6.0,0.0,0,0,6.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0
오쇠동,10.0,6.0,4,2,7.0,5.0,4,1,3.0,1.0,0,1,0.6,0.3333333333333333,0.7142857142857143
신도림동,4033.0,2045.0,730,"1,315",1772.0,891.0,236,655,2261.0,1154.0,494,660,0.5070666997272502,0.5103936311366651,0.5028216704288939
구로동,31313.0,14752.0,"7,260","7,492",15952.0,7564.0,"3,100","4,464",15361.0,7188.0,"4,160","3,028",0.471114233704851,0.4679382852678862,0.474172517552658
가리봉동,4427.0,1936.0,"1,058",878,2717.0,1168.0,550,618,1710.0,768.0,508,260,0.437316467133499,0.44912280701754387,0.4298859035701141
고척동,8144.0,2500.0,994,"1,506",4225.0,1404.0,475,929,3919.0,1096.0,519,577,0.3069744597249509,0.2796631793824955,0.3323076923076923
개봉동,11882.0,2773.0,938,"1,835",5839.0,1553.0,438,"1,115",6043.0,1220.0,500,720,0.2333782191550244,0.2018864802250538,0.2659702003767768
오류동,10628.0,5036.0,"2,394","2,642",4973.0,2286.0,875,"1,411",5655.0,2750.0,"1,519","1,231",0.4738426797139631,0.48629531388152075,0.4596822843354112
궁동,2206.0,544.0,199,345,1047.0,285.0,107,178,1159.0,259.0,92,167,0.24660018132366274,0.22346850733390855,0.2722063037249284
온수동,1206.0,331.0,121,210,604.0,197.0,64,133,602.0,134.0,57,77,0.2744610281923715,0.22259136212624583,0.326158940397351
천왕동,1773.0,805.0,290,515,591.0,278.0,83,195,1182.0,527.0,207,320,0.45403271291596164,0.44585448392554994,0.4703891708967851
항동,1673.0,792.0,212,580,774.0,391.0,86,305,899.0,401.0,126,275,0.4734010759115362,0.4460511679644049,0.5051679586563308
가산동,14481.0,10307.0,"5,591","4,716",8290.0,5527.0,"2,524","3,003",6191.0,4780.0,"3,067","1,713",0.7117602375526552,0.7720885155871426,0.6667068757539204
독산동,29248.0,13720.0,"6,524","7,196",15830.0,7331.0,"2,923","4,408",13418.0,6389.0,"3,601","2,788",0.4690919037199125,0.4761514383663735,0.4631080227416298
시흥동,19643.0,5034.0,"1,983","3,051",9735.0,2717.0,913,"1,804",9908.0,2317.0,"1,070","1,247",0.2562744998218195,0.2338514331853048,0.2790960451977401
영등포동,3249.0,969.0,407,562,2026.0,572.0,210,362,1223.0,397.0,197,200,0.2982456140350877,0.32461161079313167,0.28232971372161897
영등포동1가,3343.0,2863.0,"1,596","1,267",1621.0,1308.0,601,707,1722.0,1555.0,995,560,0.8564163924618606,0.9030197444831591,0.8069093152375078
영등포동2가,3214.0,2487.0,"1,249","1,238",1761.0,1244.0,491,753,1453.0,1243.0,758,485,0.7738021157436217,0.8554714384033035,0.7064168086314594
영등포동3가,1761.0,1174.0,691,483,1011.0,540.0,253,287,750.0,634.0,438,196,0.6666666666666666,0.8453333333333334,0.5341246290801187
영등포동4가,1094.0,674.0,306,368,586.0,295.0,98,197,508.0,379.0,208,171,0.6160877513711152,0.7460629921259843,0.5034129692832765
영등포동5가,931.0,305.0,128,177,633.0,169.0,60,109,298.0,136.0,68,68,0.3276047261009667,0.4563758389261745,0.2669826224328594
영등포동6가,1246.0,740.0,350,390,775.0,405.0,175,230,471.0,335.0,175,160,0.593900481540931,0.7112526539278131,0.5225806451612903
영등포동7가,3246.0,2257.0,"1,043","1,214",1603.0,1070.0,411,659,1643.0,1187.0,632,555,0.6953173136167591,0.7224589166159464,0.6674984404242046
영등포동8가,1651.0,1196.0,524,672,704.0,477.0,156,321,947.0,719.0,368,351,0.7244094488188977,0.7592397043294614,0.6775568181818182
여의도동,4557.0,1908.0,550,"1,358",1941.0,903.0,204,699,2616.0,1005.0,346,659,0.4186965108624095,0.3841743119266055,0.4652241112828439
당산동1가,2509.0,1419.0,669,750,1325.0,709.0,262,447,1184.0,710.0,407,303,0.5655639697090474,0.5996621621621622,0.5350943396226415
